image_url,current_filename,suggested_filename,scope,reason_for_rename,recommended_steps,pages_count,pages_sample
https://brushonblock.com/cdn/shop/files/Bounce-Butter-lower-3.jpg,Bounce-Butter-lower-3.jpg,brush-on-block-bounce-butter-spf-30-mineral-sunscreen-moisturizing-body-mousse.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bounce-butter-spf-30-mineral-sunscreen-moisturizing-mousse-for-the-body
https://brushonblock.com/cdn/shop/files/Bounce-Butter-lower-4.jpg,Bounce-Butter-lower-4.jpg,brush-on-block-bounce-butter-spf-30-mineral-sunscreen-moisturizing-body-mousse.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bounce-butter-spf-30-mineral-sunscreen-moisturizing-mousse-for-the-body
https://brushonblock.com/cdn/shop/files/Full-Face-Kit-SPF-30-model-1.jpg,Full-Face-Kit-SPF-30-model-1.jpg,brush-on-block-full-face-kit-spf-30.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/full-face-kit-spf-30
https://brushonblock.com/cdn/shop/files/QuickStickSmear.png,QuickStickSmear.png,brush-on-block-quick-stick-spf-40-mineral-sunscreen.png,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/quick-stick-spf-40-mineral-sunscreen
https://brushonblock.com/cdn/shop/files/SPF-30-duo-model-1.jpg,SPF-30-duo-model-1.jpg,brush-on-block-spf-30-duo---model-2.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-duo-translucent-powder-sunscreens-2
https://brushonblock.com/cdn/shop/files/SPF-30-duo-touch-of-tan-prod-1.jpg,SPF-30-duo-touch-of-tan-prod-1.jpg,brush-on-block-spf-30-touch-of-tan-duo.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-duo-translucent-powder-sunscreens-2
https://brushonblock.com/cdn/shop/files/SPF-30-duo-translucent-prod-1.jpg,SPF-30-duo-translucent-prod-1.jpg,brush-on-block-spf-30-translucent-duo.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-duo-translucent-powder-sunscreens-2
https://brushonblock.com/cdn/shop/files/Sheer-Genius-Duo-prod-2.jpg,Sheer-Genius-Duo-prod-2.jpg,brush-on-block-spf-50-50-duo---universal-tint.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-spf-50-50-duo
https://brushonblock.com/cdn/shop/files/Sheer-Genius-UT-lower-2.jpg,Sheer-Genius-UT-lower-2.jpg,brush-on-block-sheer-genius-spf-50-mineral-sunscreen-moisture-tinted.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sheer-genius-universal-tint-spf-50-mineral-sunscreen-moisture
https://brushonblock.com/cdn/shop/files/Sheer-Genius-lower-2.jpg,Sheer-Genius-lower-2.jpg,brush-on-block-sheer-genius-spf-50-mineral-sunscreen-moisture-untinted.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sheer-genius-mineral-sunscreen-moisture-spf-50
https://brushonblock.com/cdn/shop/files/Sheer-Genius-model-4.jpg,Sheer-Genius-model-4.jpg,brush-on-block-sheer-genius-spf-50---model-4.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sheer-genius-mineral-sunscreen-moisture-spf-50
https://brushonblock.com/cdn/shop/files/bounce_model_3.jpg,bounce_model_3.jpg,brush-on-block-bounce-butter-spf-30-model-4.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bounce-butter-spf-30-mineral-sunscreen-moisturizing-mousse-for-the-body
https://brushonblock.com/cdn/shop/files/bounce_model_4.jpg,bounce_model_4.jpg,brush-on-block-bounce-butter-spf-30-model---3.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bounce-butter-spf-30-mineral-sunscreen-moisturizing-mousse-for-the-body
https://brushonblock.com/cdn/shop/files/brush_secondary.png,brush_secondary.png,brush-on-block-sheer-genius-brush-brush.png,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sheer-genius-brush
https://brushonblock.com/cdn/shop/files/coral_peony-swipes.jpg,coral_peony-swipes.jpg,brush-on-block-sun-shine-spf-30-protective-lip-oil-duo.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-duo
https://brushonblock.com/cdn/shop/files/duo_spill.jpg,duo_spill.jpg,brush-on-block-spf-30-duo.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-duo-translucent-powder-sunscreens-2
https://brushonblock.com/cdn/shop/files/face_kit_coral.jpg,face_kit_coral.jpg,brush-on-block-color-coral.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/full-face-kit-spf-30
https://brushonblock.com/cdn/shop/files/face_kit_fig.jpg,face_kit_fig.jpg,brush-on-block-color-fig.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/full-face-kit-spf-30
https://brushonblock.com/cdn/shop/files/face_kit_nude.jpg,face_kit_nude.jpg,brush-on-block-color-nude-tint.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/full-face-kit-spf-30
https://brushonblock.com/cdn/shop/files/face_oil_3.jpg,face_oil_3.jpg,brush-on-block-nobodys-perfect-daily-face-oil---2.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-nobody-s-perfect-daily-repair-oil
https://brushonblock.com/cdn/shop/files/face_oil_4.jpg,face_oil_4.jpg,brush-on-block-nobodys-perfect-daily-face-oil---dropper.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-nobody-s-perfect-daily-repair-oil
https://brushonblock.com/cdn/shop/files/face_oil_model_2.jpg,face_oil_model_2.jpg,brush-on-block-nobodys-perfect-daily-face-oil---model-2.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-nobody-s-perfect-daily-repair-oil
https://brushonblock.com/cdn/shop/files/face_oil_triptych_1.jpg,face_oil_triptych_1.jpg,brush-on-block-nobodys-perfect-daily-face-oil.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-nobody-s-perfect-daily-repair-oil
https://brushonblock.com/cdn/shop/files/gc_model_1.jpg,gc_model_1.jpg,brush-on-block-digital-gift-card.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-gift-card
https://brushonblock.com/cdn/shop/files/kids_balm_lower_1.png,kids_balm_lower_1.png,brush-on-block-bob-kids-spf-40-mineral-sun-balm.png,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-sun-balm-spf-40-broad-spectrum-sunscreen
https://brushonblock.com/cdn/shop/files/kids_balm_lower_2.png,kids_balm_lower_2.png,brush-on-block-bob-kids-spf-40-mineral-sun-balm.png,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-sun-balm-spf-40-broad-spectrum-sunscreen
https://brushonblock.com/cdn/shop/files/kids_balm_lower_3.png,kids_balm_lower_3.png,brush-on-block-bob-kids-spf-40-mineral-sun-balm.png,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-sun-balm-spf-40-broad-spectrum-sunscreen
https://brushonblock.com/cdn/shop/files/kids_balm_lower_4.png,kids_balm_lower_4.png,brush-on-block-bob-kids-spf-40-mineral-sun-balm.png,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-sun-balm-spf-40-broad-spectrum-sunscreen
https://brushonblock.com/cdn/shop/files/kids_brush_lower_1.png,kids_brush_lower_1.png,brush-on-block-bob-kids-spf-30-brush-on-mineral-sunscreen.png,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-spf-30
https://brushonblock.com/cdn/shop/files/kids_brush_lower_4.png,kids_brush_lower_4.png,brush-on-block-bob-kids-spf-30-brush-on-mineral-sunscreen.png,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-spf-30
https://brushonblock.com/cdn/shop/files/lip-oil-trio_model1.jpg,lip-oil-trio_model1.jpg,brush-on-block-sun-shine-spf-lip-oil-trio---model.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-duo
https://brushonblock.com/cdn/shop/files/lip_line_-_peony_2.jpg,lip_line_-_peony_2.jpg,brush-on-block-color-peony.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-1
https://brushonblock.com/cdn/shop/files/lip_line_-_peony_3.jpg,lip_line_-_peony_3.jpg,brush-on-block-color-peony.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-1
https://brushonblock.com/cdn/shop/files/lip_oils_lower_2.jpg,lip_oils_lower_2.jpg,brush-on-block-sun-shine-spf-30-protective-lip-oil.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-1
https://brushonblock.com/cdn/shop/files/new_kids_brush_back.jpg,new_kids_brush_back.jpg,brush-on-block-bob-kids---smiley-face-to-open.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-spf-30
https://brushonblock.com/cdn/shop/files/new_refill_4.jpg,new_refill_4.jpg,brush-on-block-refilling-your-brush-is-easy.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-refill
https://brushonblock.com/cdn/shop/files/new_refill_prod_2.jpg,new_refill_prod_2.jpg,brush-on-block-translucent-mineral-powder-sunscreen-refill-spf-30.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-refill
https://brushonblock.com/cdn/shop/files/new_refill_prod_3.jpg,new_refill_prod_3.jpg,brush-on-block-spf-30-brush-refill-set.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-spf-30-brush-refill-set
https://brushonblock.com/cdn/shop/files/new_refill_prod_3_0850b343-d224-4e4e-87d4-1dbe36943d03.jpg,new_refill_prod_3_0850b343-d224-4e4e-87d4-1dbe36943d03.jpg,brush-on-block-translucent-mineral-powder-sunscreen-refill-spf-30.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-refill
https://brushonblock.com/cdn/shop/files/nude_figswipes.jpg,nude_figswipes.jpg,brush-on-block-sun-shine-spf-30-protective-lip-oil-duo.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-duo
https://brushonblock.com/cdn/shop/files/peony-smear_1.jpg,peony-smear_1.jpg,brush-on-block-color-peony.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-1
https://brushonblock.com/cdn/shop/files/pout-tool-pink_fd8121c2-c27c-4710-9ea7-9425b71acb61.jpg,pout-tool-pink_fd8121c2-c27c-4710-9ea7-9425b71acb61.jpg,brush-on-block-pout-prep-tool-for-lips---with-lip-oil.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/pout-prep-tool
https://brushonblock.com/cdn/shop/files/preview_images/5b3cdd006d1147199caacfcb6290257c.thumbnail.0000000000_1024x.jpg,5b3cdd006d1147199caacfcb6290257c.thumbnail.0000000000_1024x.jpg,brush-on-block-sheer-genius-brush.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sheer-genius-brush
https://brushonblock.com/cdn/shop/files/preview_images/604b9473d0b348acb063d339fbefacd8.thumbnail.0000000000_1024x.jpg,604b9473d0b348acb063d339fbefacd8.thumbnail.0000000000_1024x.jpg,brush-on-block-how-to-open-bob-kids-sun-balm.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-sun-balm-spf-40-broad-spectrum-sunscreen
https://brushonblock.com/cdn/shop/files/preview_images/hqdefault_424aa8cb-50b0-4c2c-a665-5800dd8ff67a.jpg,hqdefault_424aa8cb-50b0-4c2c-a665-5800dd8ff67a.jpg,brush-on-block-spf-30-brush-refill-set.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-spf-30-brush-refill-set
https://brushonblock.com/cdn/shop/files/preview_images/hqdefault_94527d84-8985-4d94-9abf-13355cb30f58.jpg,hqdefault_94527d84-8985-4d94-9abf-13355cb30f58.jpg,brush-on-block-touch-of-tan-spf-30-brush-refill-set.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-touch-of-tan-spf-30-brush-refill-set
https://brushonblock.com/cdn/shop/files/preview_images/hqdefault_98642524-c8e5-48f5-86c2-017bb36e968c.jpg,hqdefault_98642524-c8e5-48f5-86c2-017bb36e968c.jpg,brush-on-block-bob-kids-spf-30-brush-on-mineral-sunscreen.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-spf-30
https://brushonblock.com/cdn/shop/files/quick-stick_model2.jpg,quick-stick_model2.jpg,brush-on-block-quick-stick-spf-40-mineral-sunscreen.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/quick-stick-spf-40-mineral-sunscreen
https://brushonblock.com/cdn/shop/files/quick-stick_model2_17626a58-5941-4b8a-a6db-42e4412137e7.jpg,quick-stick_model2_17626a58-5941-4b8a-a6db-42e4412137e7.jpg,brush-on-block-quick-stick-spf-40---model-2.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/quick-stick-spf-40-mineral-sunscreen
https://brushonblock.com/cdn/shop/files/quick-stick_prod2.jpg,quick-stick_prod2.jpg,brush-on-block-quick-stick-spf-40-mineral-sunscreen.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/quick-stick-spf-40-mineral-sunscreen
https://brushonblock.com/cdn/shop/files/quickstick_model_3.jpg,quickstick_model_3.jpg,brush-on-block-quick-stick-spf-40---model-3.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/quick-stick-spf-40-mineral-sunscreen
https://brushonblock.com/cdn/shop/files/quickstick_model_4.jpg,quickstick_model_4.jpg,brush-on-block-quick-stick-spf-40---model-4.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/quick-stick-spf-40-mineral-sunscreen
https://brushonblock.com/cdn/shop/files/refill-triptych-2-TOT.jpg,refill-triptych-2-TOT.jpg,brush-on-block-touch-of-tan-spf-30-brush-and-refill.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/touch-of-tan-mineral-powder-sunscreen-refill-spf-30
https://brushonblock.com/cdn/shop/files/refill-triptych-3TOT.jpg,refill-triptych-3TOT.jpg,brush-on-block-inserting-touch-of-tan-spf-30-mineral-powder-refill.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/touch-of-tan-mineral-powder-sunscreen-refill-spf-30
https://brushonblock.com/cdn/shop/files/refill-triptych-4b-TOT.jpg,refill-triptych-4b-TOT.jpg,brush-on-block-touch-of-tan-spf-30-mineral-powder-refill.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/touch-of-tan-mineral-powder-sunscreen-refill-spf-30
https://brushonblock.com/cdn/shop/files/refill_triptych_1.jpg,refill_triptych_1.jpg,brush-on-block-spf-30-mineral-powder-sunscreen-refill.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-refill
https://brushonblock.com/cdn/shop/files/sg_ut_model_3.jpg,sg_ut_model_3.jpg,brush-on-block-sheer-genius-spf-50-mineral-sunscreen-moisture---universal.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sheer-genius-universal-tint-spf-50-mineral-sunscreen-moisture
https://brushonblock.com/cdn/shop/files/sg_ut_model_4.jpg,sg_ut_model_4.jpg,brush-on-block-sheer-genius-spf-50-mineral-sunscreen-moisture---universal.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sheer-genius-universal-tint-spf-50-mineral-sunscreen-moisture
https://brushonblock.com/cdn/shop/files/sg_ut_model_5.jpg,sg_ut_model_5.jpg,brush-on-block-sheer-genius-spf-50-mineral-sunscreen-moisture---universal.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sheer-genius-universal-tint-spf-50-mineral-sunscreen-moisture
https://brushonblock.com/cdn/shop/files/spf30_min_pwdr_model_2.jpg,spf30_min_pwdr_model_2.jpg,brush-on-block-spf-30-translucent---model---2.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block
https://brushonblock.com/cdn/shop/files/spf30_min_pwdr_prod2.jpg,spf30_min_pwdr_prod2.jpg,brush-on-block-spf-30---open-close.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-tinted
https://brushonblock.com/cdn/shop/files/spf30_min_pwdr_prod2_817e4121-41d5-4d39-92bd-a288f0160720.jpg,spf30_min_pwdr_prod2_817e4121-41d5-4d39-92bd-a288f0160720.jpg,brush-on-block-spf-30---open-close.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block
https://brushonblock.com/cdn/shop/files/spf50_min_pwdr_model2.jpg,spf50_min_pwdr_model2.jpg,brush-on-block-spf-50-translucent-mineral-powder-sunscreen---model-2.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-translucent-mineral-powder-sunscreen-spf-50
https://brushonblock.com/cdn/shop/files/spray_lower_1.jpg,spray_lower_1.jpg,brush-on-block-sol-spf-50-spray-on-lotion-sunscreen.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sol-spf-50-spray-on-lotion-sunscreen
https://brushonblock.com/cdn/shop/files/spray_lower_3.jpg,spray_lower_3.jpg,brush-on-block-sol-spf-50-spray-on-lotion-sunscreen.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sol-spf-50-spray-on-lotion-sunscreen
https://brushonblock.com/cdn/shop/files/spray_lower_4.jpg,spray_lower_4.jpg,brush-on-block-sol-spf-50-spray-on-lotion-sunscreen.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/sol-spf-50-spray-on-lotion-sunscreen
https://brushonblock.com/cdn/shop/files/tan_3_4_483940ea-b1fb-4345-a191-13a5646aaca7.jpg,tan_3_4_483940ea-b1fb-4345-a191-13a5646aaca7.jpg,brush-on-block-see-you-out-there-hat---angle.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/see-you-out-there-hat
https://brushonblock.com/cdn/shop/files/tan_back.jpg,tan_back.jpg,brush-on-block-see-you-out-there-hat---back.jpg,product,underscores,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/see-you-out-there-hat
https://brushonblock.com/cdn/shop/products/BOB-Kids-Duo-swatches.png,BOB-Kids-Duo-swatches.png,brush-on-block-bob-kids-brush-and-balm-duo---swatches.png,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-duo
https://brushonblock.com/cdn/shop/products/BOB-Kids-Sun-Balm-swatch.png,BOB-Kids-Sun-Balm-swatch.png,brush-on-block-bob-kids-spf-40-mineral-sun-balm---swatch.png,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-sun-balm-spf-40-broad-spectrum-sunscreen
https://brushonblock.com/cdn/shop/products/LipPencil2.jpg,LipPencil2.jpg,brush-on-block-perfect-pencil-lip-liner---swatch.jpg,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-perfect-pencil-lip-liner
https://brushonblock.com/cdn/shop/products/Positive-Reef-Initiative.png,Positive-Reef-Initiative.png,brush-on-block-bob-kids-spf-40-mineral-sun-balm.png,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/bob-kids-sun-balm-spf-40-broad-spectrum-sunscreen
https://brushonblock.com/cdn/shop/products/SPF-50-Brush-LS-1.png,SPF-50-Brush-LS-1.png,brush-on-block-spf-50---model-6.png,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-translucent-mineral-powder-sunscreen-spf-50
https://brushonblock.com/cdn/shop/products/SPF-50-Brush-LS-4.png,SPF-50-Brush-LS-4.png,brush-on-block-spf-50---model-4.png,product,uppercase,Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/products/brush-on-block-translucent-mineral-powder-sunscreen-spf-50
https://cdn.shopify.com/s/files/1/0408/3481/files/image-1_small.png,image-1_small.png,brush-on-block-woman-with-freshly-washed-face.png,blog,"underscores, generic",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/blogs/news/translucent-or-touch-of-tan
https://cdn.shopify.com/s/files/1/0408/3481/files/image-2_medium.png,image-2_medium.png,brush-on-block-woman-after-applying-translucent.png,blog,"underscores, generic",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/blogs/news/translucent-or-touch-of-tan
https://cdn.shopify.com/s/files/1/0408/3481/files/image-3_f4afdb2a-8b8e-4973-bea8-32c528d018e2_small.png,image-3_f4afdb2a-8b8e-4973-bea8-32c528d018e2_small.png,brush-on-block-woman-applying-translucent.png,blog,"underscores, generic",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/blogs/news/translucent-or-touch-of-tan
https://cdn.shopify.com/s/files/1/0408/3481/files/image0_600x_b531ccfd-2fae-47ba-bfd1-9b887d256843_240x240.webp,image0_600x_b531ccfd-2fae-47ba-bfd1-9b887d256843_240x240.webp,brush-on-block-dr-hadley-king.webp,blog,"underscores, generic",Re-upload media with suggested filename; update content references (product media or rich text).,1,https://brushonblock.com/blogs/news/welcome-to-skin-cancer-awareness-month
https://brushonblock.com/cdn/shop/articles/AdobeStock_166436318.jpeg,AdobeStock_166436318.jpeg,brush-on-block-sunscreen-expiration-dates.jpeg,blog,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,3,https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologist-dr-carly-roman; https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologists-lauren-and-brooke-the-skin-sisters; https://brushonblock.com/blogs/news/sunscreen-101-expiration-dates
https://brushonblock.com/cdn/shop/articles/AdobeStock_169943147_feb7643c-2363-43d2-b1de-98b3b44685c3.jpeg,AdobeStock_169943147_feb7643c-2363-43d2-b1de-98b3b44685c3.jpeg,brush-on-block-sunscreen-101-what-do-spf-numbers-mean.jpeg,blog,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,3,https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologist-dr-carly-roman; https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologist-the-derm-fox; https://brushonblock.com/blogs/news/sunscreen-101
https://brushonblock.com/cdn/shop/articles/Ardess_Survivor.jpg,Ardess_Survivor.jpg,brush-on-block-a-survivors-story-i.jpg,blog,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,3,https://brushonblock.com/blogs/news/a-survivors-story; https://brushonblock.com/blogs/news/fathers-day-skincare-gift-guide; https://brushonblock.com/blogs/news/sun-protection-tips-part-3
https://brushonblock.com/cdn/shop/articles/BHM_cbc14a41-3461-4371-b1af-fd1b7aecae64.jpg,BHM_cbc14a41-3461-4371-b1af-fd1b7aecae64.jpg,brush-on-block-black-women-inventors-who-changed-the-world.jpg,blog,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,3,https://brushonblock.com/blogs/news/accelerate-action-supporting-women-owned-businesses; https://brushonblock.com/blogs/news/black-women-inventors-who-changed-the-world; https://brushonblock.com/blogs/news/new-refreshed-spf-30-mineral-powder-formula
https://brushonblock.com/cdn/shop/articles/BLOG_REFRESH_1.png,BLOG_REFRESH_1.png,brush-on-block-does-makeup-with-an-spf-provide-enough-sun-protection.png,blog,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,3,https://brushonblock.com/blogs/news/117706116-does-makeup-with-an-spf-provide-enough-sun-protection; https://brushonblock.com/blogs/news/117706180-5-totally-bizarre-facials; https://brushonblock.com/blogs/news/117706436-6-surprising-things-you-do-that-age-your-skin
https://brushonblock.com/cdn/shop/articles/BLOG_REFRESH_10.png,BLOG_REFRESH_10.png,brush-on-block-5-autumn-skin-care-blunders-you-may-be-making.png,blog,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,3,https://brushonblock.com/blogs/news/117704196-how-to-live-with-sensitive-skin; https://brushonblock.com/blogs/news/117704324-5-autumn-skin-care-blunders-you-may-be-making; https://brushonblock.com/blogs/news/117704708-the-7-best-skincare-products-30-and-under
https://brushonblock.com/cdn/shop/articles/BLOG_REFRESH_10_410e2645-0baf-46d6-a449-d9f7cb3a4df6.png,BLOG_REFRESH_10_410e2645-0baf-46d6-a449-d9f7cb3a4df6.png,brush-on-block-5-best-independence-day-celebrations-in-the-us.png,blog,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,3,https://brushonblock.com/blogs/news/5-best-independence-day-celebrations-in-the-us; https://brushonblock.com/blogs/news/sunscreen-skincare-secrets-revealed; https://brushonblock.com/blogs/news/the-importance-of-year-round-sunscreen
https://brushonblock.com/cdn/shop/articles/BLOG_REFRESH_11.png,BLOG_REFRESH_11.png,brush-on-block-how-to-live-with-sensitive-skin.png,blog,"uppercase, underscores",Re-upload media with suggested filename; update content references (product media or rich text).,3,https://brushonblock.com/blogs/news/117704004-7-simple-skincare-tips-for-before-and-after-the-gym; https://brushonblock.com/blogs/news/117704196-how-to-live-with-sensitive-skin; https://brushonblock.com/blogs/news/117704324-5-autumn-skin-care-blunders-you-may-be-making
